code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;translation_en;metadata_code
B-232;Vena brachiocephalica;;;1;0;0;B-23;2;is part of;is parent of;;brachiocephalic vein;232
B-233;Vena cava superior;;;1;0;0;B-23;2;is part of;is parent of;;superior vena cava;233
B-234;Vena cava inferior;;;1;0;0;B-23;2;is part of;is parent of;;inferior vena cava;234
B-235;Vena iliaca communis;;;1;0;0;B-23;2;is part of;is parent of;;common iliac vein;235
B-236;sonstige Venen;;;1;0;0;B-23;2;is part of;is parent of;;other veins;236
B-3;Respiratorisches System;;;1;0;0;B;2;is part of;is parent of;;respiratory system;3
B-30;nicht näher spezifiziert;;;1;0;0;B-3;2;is part of;is parent of;;unspecified;30
B-31;Nase;;;1;0;0;B-3;2;is part of;is parent of;;nose;31
B-310;nicht näher spezifiziert;;;1;0;0;B-31;2;is part of;is parent of;;unspecified;310
B-32;Nasennebenhöhlen;;;1;0;0;B-3;2;is part of;is parent of;;sinuses;32
B-320;nicht näher spezifiziert;;;1;0;0;B-32;2;is part of;is parent of;;unspecified;320
B-33;Nasopharynx & Epipharynx;;;1;0;0;B-3;2;is part of;is parent of;;nasopharynx & epipharynx;33
B-330;nicht näher spezifiziert;;;1;0;0;B-33;2;is part of;is parent of;;unspecified;330
B-34;Mesopharynx;;;1;0;0;B-3;2;is part of;is parent of;;mesopharynx;34
B-340;nicht näher spezifiziert;;;1;0;0;B-34;2;is part of;is parent of;;unspecified;340
B-35;Hypopharynx;;;1;0;0;B-3;2;is part of;is parent of;;hypopharynx;35
B-350;nicht näher spezifiziert;;;1;0;0;B-35;2;is part of;is parent of;;unspecified;350
B-36;Larynx;;;1;0;0;B-3;2;is part of;is parent of;;larynx;36
B-360;nicht näher spezifiziert;;;1;0;0;B-36;2;is part of;is parent of;;unspecified;360
B-37;Trachea;;;1;0;0;B-3;2;is part of;is parent of;;trachea;37
B-370;nicht näher spezifiziert;;;1;0;0;B-37;2;is part of;is parent of;;unspecified;370
B-38;Hauptbronchus;;;1;0;0;B-3;2;is part of;is parent of;;main bronchus;38
B-380;nicht näher spezifiziert;;;1;0;0;B-38;2;is part of;is parent of;;unspecified;380
B-39;Bronchien;;;1;0;0;B-3;2;is part of;is parent of;;bronchi;39
B-390;nicht näher spezifiziert;;;1;0;0;B-39;2;is part of;is parent of;;unspecified;390
B-3a;Lunge;;;1;0;0;B-3;2;is part of;is parent of;;lung;3a
B-3a0;nicht näher spezifiziert;;;1;0;0;B-3a;2;is part of;is parent of;;unspecified;3a0
B-3b;Pleura;;;1;0;0;B-3;2;is part of;is parent of;;pleura;3b
B-3b0;nicht näher spezifiziert;;;1;0;0;B-3b;2;is part of;is parent of;;unspecified;3b0
B-3c;Rippen;;;1;0;0;B-3;2;is part of;is parent of;;ribs;3c
B-3c0;nicht näher spezifiziert;;;1;0;0;B-3c;2;is part of;is parent of;;unspecified;3c0
B-3d;Zwerchfell;;;1;0;0;B-3;2;is part of;is parent of;;diaphragma;3d
B-3d0;nicht näher spezifiziert;;;1;0;0;B-3d;2;is part of;is parent of;;unspecified;3d0
B-3e;Intercostalmuskulatur;;;1;0;0;B-3;2;is part of;is parent of;;intercostal muscles;3e
B-3e0;nicht näher spezifiziert;;;1;0;0;B-3e;2;is part of;is parent of;;unspecified;3e0
B-4;Gastrointestinales System;;;1;0;0;B;2;is part of;is parent of;;gastrointestinal system;4
B-40;nicht näher spezifiziert;;;1;0;0;B-4;2;is part of;is parent of;;unspecfied;40
B-41;Oropharynx;;;1;0;0;B-4;2;is part of;is parent of;;oropharynx;41
B-410;nicht näher spezifiziert;;;1;0;0;B-41;2;is part of;is parent of;;unspecified;410
B-411;Mundhöhle;;;1;0;0;B-41;2;is part of;is parent of;;oral cavity;411
B-412;Epipharynx;;;1;0;0;B-41;2;is part of;is parent of;;epipharynx;412
B-413;Mesopharynx;;;1;0;0;B-41;2;is part of;is parent of;;mesopharynx;413
B-414;Hypopharynx;;;1;0;0;B-41;2;is part of;is parent of;;hypopharynx;414
B-42;Oesophagus;;;1;0;0;B-4;2;is part of;is parent of;;esophagus;42
B-420;nicht näher spezifiziert;;;1;0;0;B-42;2;is part of;is parent of;;unspecified;420
B-421;oberer Ösophagussphincter;;;1;0;0;B-42;2;is part of;is parent of;;upper esophagus sphincter;421
B-422;oberes Drittel;;;1;0;0;B-42;2;is part of;is parent of;;upper third;422
B-423;mittleres Drittel;;;1;0;0;B-42;2;is part of;is parent of;;middle third;423
B-424;unteres Drittel;;;1;0;0;B-42;2;is part of;is parent of;;lower third;424
B-425;unterer Ösophagussphincter;;;1;0;0;B-42;2;is part of;is parent of;;lower esophagus sphincter;425
B-43;Magen;;;1;0;0;B-4;2;is part of;is parent of;;stomach;43
B-430;nicht näher spezifiziert;;;1;0;0;B-43;2;is part of;is parent of;;unspecified;430
B-431;Cardia;;;1;0;0;B-43;2;is part of;is parent of;;cardia;431
B-432;Fundus;;;1;0;0;B-43;2;is part of;is parent of;;fundus;432
B-433;Corpus;;;1;0;0;B-43;2;is part of;is parent of;;corpus;433
B-434;Antrum;;;1;0;0;B-43;2;is part of;is parent of;;antrum;434
B-435;Pylorus;;;1;0;0;B-43;2;is part of;is parent of;;pylorus;435
B-44;Dünndarm;;;1;0;0;B-4;2;is part of;is parent of;;small intestine;44
B-440;nicht näher spezifiziert;;;1;0;0;B-44;2;is part of;is parent of;;unspecified;440
B-441;Duodenum;;;1;0;0;B-44;2;is part of;is parent of;;duodenum;441
B-442;Jejunum;;;1;0;0;B-44;2;is part of;is parent of;;jejunum;442
B-443;Ileum;;;1;0;0;B-44;2;is part of;is parent of;;ileum;443
B-444;terminales Ileum;;;1;0;0;B-44;2;is part of;is parent of;;terminal ileum;444
B-445;Bauhinsche Klappe;;;1;0;0;B-44;2;is part of;is parent of;;ileoceocal valve;445
B-45;Dickdarm;;;1;0;0;B-4;2;is part of;is parent of;;large intestine;45
B-450;nicht näher spezifiziert;;;1;0;0;B-45;2;is part of;is parent of;;unspecified;450
B-451;Colon ascendens;;;1;0;0;B-45;2;is part of;is parent of;;ascending colon;451
B-452;Colon transversum;;;1;0;0;B-45;2;is part of;is parent of;;transverse colon;452
B-453;Colon descendens;;;1;0;0;B-45;2;is part of;is parent of;;descending colon;453
B-454;Colon sigmoideum;;;1;0;0;B-45;2;is part of;is parent of;;sigmoid colon;454
B-455;Rektum;;;1;0;0;B-45;2;is part of;is parent of;;rectum;455
B-46;Appendix;;;1;0;0;B-4;2;is part of;is parent of;;appendix;46
B-460;nicht näher spezifiziert;;;1;0;0;B-46;2;is part of;is parent of;;unspecified;460
B-47;Anus;;;1;0;0;B-4;2;is part of;is parent of;;anus;47
B-470;nicht näher spezifiziert;;;1;0;0;B-47;2;is part of;is parent of;;unspecified;470
B-48;Leber;;;1;0;0;B-4;2;is part of;is parent of;;liver;48
B-480;nicht näher spezifiziert;;;1;0;0;B-48;2;is part of;is parent of;;unspecified;480
B-481;Parenchym;;;1;0;0;B-48;2;is part of;is parent of;;parenchyma;481
B-482;Gallenwege;;;1;0;0;B-48;2;is part of;is parent of;;bile ducts;482
B-483;Pfortader;;;1;0;0;B-48;2;is part of;is parent of;;portal vein;483
B-484;Arterien;;;1;0;0;B-48;2;is part of;is parent of;;arteries;484
B-485;Venen;;;1;0;0;B-48;2;is part of;is parent of;;veins;485
B-49;Gallensystem;;;1;0;0;B-4;2;is part of;is parent of;;biliary system;49
B-490;nicht näher spezifiziert;;;1;0;0;B-49;2;is part of;is parent of;;unspecified;490
B-491;Gallenwege;;;1;0;0;B-49;2;is part of;is parent of;;bile ducts;491
B-492;Gallenblase;;;1;0;0;B-49;2;is part of;is parent of;;gallbladder;492
B-4a;Speicheldrüsen;;;1;0;0;B-4;2;is part of;is parent of;;salivary glands;4a
B-4a0;nicht näher spezifiziert;;;1;0;0;B-4a;2;is part of;is parent of;;unspecified;4a0
B-4a1;Glandular parotis;;;1;0;0;B-4a;2;is part of;is parent of;;parotic gland;4a1
B-4a2;Glandular sublingualis;;;1;0;0;B-4a;2;is part of;is parent of;;sublingual gland;4a2
B-4a3;Glandular submandibularis;;;1;0;0;B-4a;2;is part of;is parent of;;mandibular gland;4a3
B-4a4;Pankreas;;;1;0;0;B-4a;2;is part of;is parent of;;pancreas;4a4
B-5;Uropoetisches System;;;1;0;0;B;2;is part of;is parent of;;uropoietic system;5
B-50;nicht näher spezifiziert;;;1;0;0;B-5;2;is part of;is parent of;;unspecified;50
B-51;Niere;;;1;0;0;B-5;2;is part of;is parent of;;kidney;51
B-510;nicht näher spezifiziert;;;1;0;0;B-51;2;is part of;is parent of;;unspecified;510
B-511;Parenchym;;;1;0;0;B-51;2;is part of;is parent of;;parenchyma;511
B-512;Nierenbecken;;;1;0;0;B-51;2;is part of;is parent of;;renal pelvis;512
B-52;Ureter;;;1;0;0;B-5;2;is part of;is parent of;;ureter;52
B-520;nicht näher spezifiziert;;;1;0;0;B-52;2;is part of;is parent of;;unspecified;520
B-53;Harnblase;;;1;0;0;B-5;2;is part of;is parent of;;urinary bladder;53
B-530;nicht näher spezifiziert;;;1;0;0;B-53;2;is part of;is parent of;;unspecified;530
B-54;Urethra;;;1;0;0;B-5;2;is part of;is parent of;;urethra;54
B-540;nicht näher spezifiziert;;;1;0;0;B-54;2;is part of;is parent of;;unspecified;540
B-6;Reproduktionssystem;;;1;0;0;B;2;is part of;is parent of;;reproductive system;6
B-60;nicht näher spezifiziert;;;1;0;0;B-6;2;is part of;is parent of;;unspecified;60
B-61;männliches System;;;1;0;0;B-6;2;is part of;is parent of;;male system;61
B-610;nicht näher spezifiziert;;;1;0;0;B-61;2;is part of;is parent of;;unspecified;610
B-611;Testes;;;1;0;0;B-61;2;is part of;is parent of;;testes;611
B-612;Samenleiter & Samenblase;;;1;0;0;B-61;2;is part of;is parent of;;deferent duct & seminal vesicle;612
B-613;Prostata;;;1;0;0;B-61;2;is part of;is parent of;;prostate gland;613
B-614;Penis (inkl. Corpus Cavernosum);;;1;0;0;B-61;2;is part of;is parent of;;penis (incl. corpus cavernosum);614
B-62;weibliches System;;;1;0;0;B-6;2;is part of;is parent of;;female system;62
B-620;nicht näher spezifiziert;;;1;0;0;B-62;2;is part of;is parent of;;unspecified;620
B-621;Ovarien;;;1;0;0;B-62;2;is part of;is parent of;;ovaries;621
B-622;Eileiter;;;1;0;0;B-62;2;is part of;is parent of;;tuba uterina;622
B-623;Uterus;;;1;0;0;B-62;2;is part of;is parent of;;uterus;623
B-624;Vagina;;;1;0;0;B-62;2;is part of;is parent of;;vagina;624
B-625;Mamma;;;1;0;0;B-62;2;is part of;is parent of;;breast;625
B-7;Muskuloskeletales System;;;1;0;0;B;2;is part of;is parent of;;musculosceletal system;7
B-70;nicht näher spezifiziert;;;1;0;0;B-7;2;is part of;is parent of;;unspecified;70
B-71;8 Monate;;;1;0;0;B-7;2;is part of;is parent of;;8 months;71
B-710;nicht näher spezifiziert;;;1;0;0;B-71;2;is part of;is parent of;;unspecified;710
B-711;männlich;;;1;0;0;B-71;2;is part of;is parent of;;male;711
B-712;weiblich;;;1;0;0;B-71;2;is part of;is parent of;;female;712
B-72;10 Monate;;;1;0;0;B-7;2;is part of;is parent of;;10 months;72
B-720;nicht näher spezifiziert;;;1;0;0;B-72;2;is part of;is parent of;;unspecified;720
B-721;männlich;;;1;0;0;B-72;2;is part of;is parent of;;male;721
B-722;weiblich;;;1;0;0;B-72;2;is part of;is parent of;;female;722
B-73;12 Monate;;;1;0;0;B-7;2;is part of;is parent of;;12 months;73
B-730;nicht näher spezifiziert;;;1;0;0;B-73;2;is part of;is parent of;;unspecified;730
B-731;männlich;;;1;0;0;B-73;2;is part of;is parent of;;male;731
B-732;weiblich;;;1;0;0;B-73;2;is part of;is parent of;;female;732
B-74;14 Monate;;;1;0;0;B-7;2;is part of;is parent of;;14 months;74
B-740;nicht näher spezifiziert;;;1;0;0;B-74;2;is part of;is parent of;;unspecified;740
B-741;männlich;;;1;0;0;B-74;2;is part of;is parent of;;male;741
B-742;weiblich;;;1;0;0;B-74;2;is part of;is parent of;;female;742
B-75;16 Monate;;;1;0;0;B-7;2;is part of;is parent of;;16 months;75
B-750;nicht näher spezifiziert;;;1;0;0;B-75;2;is part of;is parent of;;unspecified;750
B-751;männlich;;;1;0;0;B-75;2;is part of;is parent of;;male;751
B-752;weiblich;;;1;0;0;B-75;2;is part of;is parent of;;female;752
B-76;18 Monate;;;1;0;0;B-7;2;is part of;is parent of;;18 months;76
B-760;nicht näher spezifiziert;;;1;0;0;B-76;2;is part of;is parent of;;unspecified;760
B-761;männlich;;;1;0;0;B-76;2;is part of;is parent of;;male;761
B-762;weiblich;;;1;0;0;B-76;2;is part of;is parent of;;female;762
B-77;20 Monate;;;1;0;0;B-7;2;is part of;is parent of;;20 months;77
B-770;nicht näher spezifiziert;;;1;0;0;B-77;2;is part of;is parent of;;unspecified;770
B-771;männlich;;;1;0;0;B-77;2;is part of;is parent of;;male;771
B-772;weiblich;;;1;0;0;B-77;2;is part of;is parent of;;female;772
B-78;24 Monate;;;1;0;0;B-7;2;is part of;is parent of;;24 months;78
B-780;nicht näher spezifiziert;;;1;0;0;B-78;2;is part of;is parent of;;unspecified;780
B-781;männlich;;;1;0;0;B-78;2;is part of;is parent of;;male;781
B-782;weiblich;;;1;0;0;B-78;2;is part of;is parent of;;female;782
B-79;28 Monate;;;1;0;0;B-7;2;is part of;is parent of;;28 months;79
B-790;nicht näher spezifiziert;;;1;0;0;B-79;2;is part of;is parent of;;unspecified;790
B-791;männlich;;;1;0;0;B-79;2;is part of;is parent of;;male;791
B-792;weiblich;;;1;0;0;B-79;2;is part of;is parent of;;female;792
B-7a;2,5 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;2,5 years;7a
B-7a0;nicht näher spezifiziert;;;1;0;0;B-7a;2;is part of;is parent of;;unspecified;7a0
B-7a1;männlich;;;1;0;0;B-7a;2;is part of;is parent of;;male;7a1
B-7a2;weiblich;;;1;0;0;B-7a;2;is part of;is parent of;;female;7a2
B-7b;3 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;3 years;7b
B-7b0;nicht näher spezifiziert;;;1;0;0;B-7b;2;is part of;is parent of;;unspecified;7b0
B-7b1;männlich;;;1;0;0;B-7b;2;is part of;is parent of;;male;7b1
B-7b2;weiblich;;;1;0;0;B-7b;2;is part of;is parent of;;female;7b2
B-7c;3,5 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;3,5 years;7c
B-7c0;nicht näher spezifiziert;;;1;0;0;B-7c;2;is part of;is parent of;;unspecified;7c0
B-7c1;männlich;;;1;0;0;B-7c;2;is part of;is parent of;;male;7c1
B-7c2;weiblich;;;1;0;0;B-7c;2;is part of;is parent of;;female;7c2
B-7d;4 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;4 years;7d
B-7d0;nicht näher spezifiziert;;;1;0;0;B-7d;2;is part of;is parent of;;unspecified;7d0
B-7d1;männlich;;;1;0;0;B-7d;2;is part of;is parent of;;male;7d1
B-7d2;weiblich;;;1;0;0;B-7d;2;is part of;is parent of;;female;7d2
B-7e;4,5 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;4,5 years;7e
B-7e0;nicht näher spezifiziert;;;1;0;0;B-7e;2;is part of;is parent of;;unspecified;7e0
B-7e1;männlich;;;1;0;0;B-7e;2;is part of;is parent of;;male;7e1
B-7e2;weiblich;;;1;0;0;B-7e;2;is part of;is parent of;;female;7e2
B-7f;5 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;5 years;7f
B-7f0;nicht näher spezifiziert;;;1;0;0;B-7f;2;is part of;is parent of;;unspecified;7f0
B-7f1;männlich;;;1;0;0;B-7f;2;is part of;is parent of;;male;7f1
B-7f2;weiblich;;;1;0;0;B-7f;2;is part of;is parent of;;female;7f2
B-7g;5,5 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;5,5 years;7g
B-7g0;nicht näher spezifiziert;;;1;0;0;B-7g;2;is part of;is parent of;;unspecified;7g0
B-7g1;männlich;;;1;0;0;B-7g;2;is part of;is parent of;;male;7g1
B-7g2;weiblich;;;1;0;0;B-7g;2;is part of;is parent of;;female;7g2
B-7h;6 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;6 years;7h
B-7h0;nicht näher spezifiziert;;;1;0;0;B-7h;2;is part of;is parent of;;unspecified;7h0
B-7h1;männlich;;;1;0;0;B-7h;2;is part of;is parent of;;male;7h1
B-7h2;weiblich;;;1;0;0;B-7h;2;is part of;is parent of;;female;7h2
B-7i;7 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;7 years;7i
B-7i0;nicht näher spezifiziert;;;1;0;0;B-7i;2;is part of;is parent of;;unspecified;7i0
B-7i1;männlich;;;1;0;0;B-7i;2;is part of;is parent of;;male;7i1
B-7i2;weiblich;;;1;0;0;B-7i;2;is part of;is parent of;;female;7i2
B-7j;8 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;8 years;7j
B-7j0;nicht näher spezifiziert;;;1;0;0;B-7j;2;is part of;is parent of;;unspecified;7j0
B-7j1;männlich;;;1;0;0;B-7j;2;is part of;is parent of;;male;7j1
B-7j2;weiblich;;;1;0;0;B-7j;2;is part of;is parent of;;female;7j2
B-7k;9 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;9 years;7k
B-7k0;nicht näher spezifiziert;;;1;0;0;B-7k;2;is part of;is parent of;;unspecified;7k0
B-7k1;männlich;;;1;0;0;B-7k;2;is part of;is parent of;;male;7k1
B-7k2;weiblich;;;1;0;0;B-7k;2;is part of;is parent of;;female;7k2
B-7l;10 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;10 years;7l
B-7l0;nicht näher spezifiziert;;;1;0;0;B-7l;2;is part of;is parent of;;unspecified;7l0
B-7l1;männlich;;;1;0;0;B-7l;2;is part of;is parent of;;male;7l1
B-7l2;weiblich;;;1;0;0;B-7l;2;is part of;is parent of;;female;7l2
B-7m;11 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;11 years;7m
B-7m0;nicht näher spezifiziert;;;1;0;0;B-7m;2;is part of;is parent of;;unspecified;7m0
B-7m1;männlich;;;1;0;0;B-7m;2;is part of;is parent of;;male;7m1
B-7m2;weiblich;;;1;0;0;B-7m;2;is part of;is parent of;;female;7m2
B-7n;12 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;12 years;7n
B-7n0;nicht näher spezifiziert;;;1;0;0;B-7n;2;is part of;is parent of;;unspecified;7n0
B-7n1;männlich;;;1;0;0;B-7n;2;is part of;is parent of;;male;7n1
B-7n2;weiblich;;;1;0;0;B-7n;2;is part of;is parent of;;female;7n2
B-7o;13 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;13 years;7o
B-7o0;nicht näher spezifiziert;;;1;0;0;B-7o;2;is part of;is parent of;;unspecified;7o0
B-7o1;männlich;;;1;0;0;B-7o;2;is part of;is parent of;;male;7o1
B-7o2;weiblich;;;1;0;0;B-7o;2;is part of;is parent of;;female;7o2
B-7p;14 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;14 years;7p
B-7p0;nicht näher spezifiziert;;;1;0;0;B-7p;2;is part of;is parent of;;unspecified;7p0
B-7p1;männlich;;;1;0;0;B-7p;2;is part of;is parent of;;male;7p1
B-7p2;weiblich;;;1;0;0;B-7p;2;is part of;is parent of;;female;7p2
B-7q;15 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;15 years;7q
B-7q0;nicht näher spezifiziert;;;1;0;0;B-7q;2;is part of;is parent of;;unspecified;7q0
B-7q1;männlich;;;1;0;0;B-7q;2;is part of;is parent of;;male;7q1
B-7q2;weiblich;;;1;0;0;B-7q;2;is part of;is parent of;;female;7q2
B-7r;16 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;16 years;7r
B-7r0;nicht näher spezifiziert;;;1;0;0;B-7r;2;is part of;is parent of;;unspecified;7r0
B-7r1;männlich;;;1;0;0;B-7r;2;is part of;is parent of;;male;7r1
B-7r2;weiblich;;;1;0;0;B-7r;2;is part of;is parent of;;female;7r2
B-7s;17 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;17 years;7s
B-7s0;nicht näher spezifiziert;;;1;0;0;B-7s;2;is part of;is parent of;;unspecified;7s0
B-7s1;männlich;;;1;0;0;B-7s;2;is part of;is parent of;;male;7s1
B-7s2;weiblich;;;1;0;0;B-7s;2;is part of;is parent of;;female;7s2
B-7t;18 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;18 years;7t
B-7t0;nicht näher spezifiziert;;;1;0;0;B-7t;2;is part of;is parent of;;unspecified;7t0
B-7t1;männlich;;;1;0;0;B-7t;2;is part of;is parent of;;male;7t1
B-7t2;weiblich;;;1;0;0;B-7t;2;is part of;is parent of;;female;7t2
B-7u;> 18 Jahre;;;1;0;0;B-7;2;is part of;is parent of;;> 18 years;7u
B-7u0;nicht näher spezifiziert;;;1;0;0;B-7u;2;is part of;is parent of;;unspecified;7u0
B-7u1;männlich;;;1;0;0;B-7u;2;is part of;is parent of;;male;7u1
B-7u2;weiblich;;;1;0;0;B-7u;2;is part of;is parent of;;female;7u2
B-7u3;männlich, normal;;;1;0;0;B-7u;2;is part of;is parent of;;male, normal;7u3
B-7u4;weiblich, normal;;;1;0;0;B-7u;2;is part of;is parent of;;female, normal;7u4
B-7u5;männlich, abnormal;;;1;0;0;B-7u;2;is part of;is parent of;;male, abnormal;7u5
B-7u6;weiblich, abnormal;;;1;0;0;B-7u;2;is part of;is parent of;;female, abnormal;7u6
B-8;Endokrines System;;;1;0;0;B;2;is part of;is parent of;;endocrinic system;8
B-80;nicht näher spezifiziert;;;1;0;0;B-8;2;is part of;is parent of;;unspecified;80
B-81;Schilddrüse;;;1;0;0;B-8;2;is part of;is parent of;;thyroid gland;81
B-810;nicht näher spezifiziert;;;1;0;0;B-81;2;is part of;is parent of;;unspecified;810
B-82;Nebenschilddrüse;;;1;0;0;B-8;2;is part of;is parent of;;parathyroid gland;82
B-820;nicht näher spezifiziert;;;1;0;0;B-82;2;is part of;is parent of;;unspecified;820
B-83;Nebenniere;;;1;0;0;B-8;2;is part of;is parent of;;adrenal gland;83
B-830;nicht näher spezifiziert;;;1;0;0;B-83;2;is part of;is parent of;;unspecified;830
B-84;Hypophyse;;;1;0;0;B-8;2;is part of;is parent of;;pituitary gland;84
B-840;nicht näher spezifiziert;;;1;0;0;B-84;2;is part of;is parent of;;unspecified;840
B-85;Hypothalamus;;;1;0;0;B-8;2;is part of;is parent of;;hypothalamus;85
B-850;nicht näher spezifiziert;;;1;0;0;B-85;2;is part of;is parent of;;unspecified;850
B-86;Ovarien;;;1;0;0;B-8;2;is part of;is parent of;;ovaries;86
B-860;nicht näher spezifiziert;;;1;0;0;B-86;2;is part of;is parent of;;unspecified;860
B-87;Testes;;;1;0;0;B-8;2;is part of;is parent of;;testes;87
B-870;nicht näher spezifiziert;;;1;0;0;B-87;2;is part of;is parent of;;unspecified;870
B-88;Pankreas;;;1;0;0;B-8;2;is part of;is parent of;;pancreas;88
B-880;nicht näher spezifiziert;;;1;0;0;B-88;2;is part of;is parent of;;unspecified;880
B-9;Immun-Zelluläres System;;;1;0;0;B;2;is part of;is parent of;;immunic system;9
B-90;nicht näher spezifiziert;;;1;0;0;B-9;2;is part of;is parent of;;unspecified;90
B-91;Tonsillen;;;1;0;0;B-9;2;is part of;is parent of;;tonsils;91
B-910;nicht näher spezifiziert;;;1;0;0;B-91;2;is part of;is parent of;;unspecified;910
B-92;Hals-LK;;;1;0;0;B-9;2;is part of;is parent of;;cervial lymph node;92
B-920;nicht näher spezifiziert;;;1;0;0;B-92;2;is part of;is parent of;;unspecified;920
B-93;Axilla-LK;;;1;0;0;B-9;2;is part of;is parent of;;axillary lymph node;93
B-930;nicht näher spezifiziert;;;1;0;0;B-93;2;is part of;is parent of;;unspecified;930
B-94;Mediastinal-LK;;;1;0;0;B-9;2;is part of;is parent of;;mediastinal lymph node;94
B-940;nicht näher spezifiziert;;;1;0;0;B-94;2;is part of;is parent of;;unspecified;940
B-95;Thymus (nur bei Kindern);;;1;0;0;B-9;2;is part of;is parent of;;thymus;95
B-950;nicht näher spezifiziert;;;1;0;0;B-95;2;is part of;is parent of;;unspecified;950
B-96;Milz;;;1;0;0;B-9;2;is part of;is parent of;;spleen;96
B-960;nicht näher spezifiziert;;;1;0;0;B-96;2;is part of;is parent of;;unspecified;960
B-97;Retroperitoneal-LK;;;1;0;0;B-9;2;is part of;is parent of;;retroperitoneal lymph node;97
B-970;nicht näher spezifiziert;;;1;0;0;B-97;2;is part of;is parent of;;unspecified;970
B-98;Intraperitoneal-LK;;;1;0;0;B-9;2;is part of;is parent of;;intraperitoneal lymph node;98
B-980;nicht näher spezifiziert;;;1;0;0;B-98;2;is part of;is parent of;;unspecified;980
B-981;(mesenterial-LK);;;1;0;0;B-98;2;is part of;is parent of;;mesenterial lymph node;981
B-99;Becken-LK;;;1;0;0;B-9;2;is part of;is parent of;;iliac lymph node;99
B-990;nicht näher spezifiziert;;;1;0;0;B-99;2;is part of;is parent of;;unspecified;990
B-9a;Leisten-LK;;;1;0;0;B-9;2;is part of;is parent of;;inguinal lymph node;9a
B-9a0;nicht näher spezifiziert;;;1;0;0;B-9a;2;is part of;is parent of;;unspecified;9a0
B-9b;Knochenmark;;;1;0;0;B-9;2;is part of;is parent of;;bone marrow;9b
B-9b0;nicht näher spezifiziert;;;1;0;0;B-9b;2;is part of;is parent of;;unspecified;9b0
B-a;Dermales System;;;1;0;0;B;2;is part of;is parent of;;dermal system;a
B-a0;nicht näher spezifiziert;;;1;0;0;B-a;2;is part of;is parent of;;unspecified;a0
B-a1;Oberhaut (cutis);;;1;0;0;B-a;2;is part of;is parent of;;skin (cutis);a1
B-a10;nicht näher spezifiziert;;;1;0;0;B-a1;2;is part of;is parent of;;unspecified;a10
B-a11;benigne;;;1;0;0;B-a1;2;is part of;is parent of;;benign;a11
B-a12;maligne;;;1;0;0;B-a1;2;is part of;is parent of;;malignant;a12
B-b;Exokrines System;;;1;0;0;B;2;is part of;is parent of;;exocrine system;b
B-b0;nicht näher spezifiziert;;;1;0;0;B-b;2;is part of;is parent of;;unspecified;b0
B-c;Zahnsystem;;;1;0;0;B;2;is part of;is parent of;;dental system;c
B-c0;nicht näher spezifiziert;;;1;0;0;B-c;2;is part of;is parent of;;unspecified;c0
B-c1;bezahntes System;;;1;0;0;B-c;2;is part of;is parent of;;dentulous system;c1
B-c10;nicht näher spezifiziert;;;1;0;0;B-c1;2;is part of;is parent of;;unspecified;c10
B-c2;unbezahntes System;;;1;0;0;B-c;2;is part of;is parent of;;edentulous system;c2
B-c20;nicht näher spezifiziert;;;1;0;0;B-c2;2;is part of;is parent of;;unspecified;c20
B-c3;Implantatsystem;;;1;0;0;B-c;2;is part of;is parent of;;implant system;c3
B-c30;nicht näher spezifiziert;;;1;0;0;B-c3;2;is part of;is parent of;;unspecified;c30
B-d;ACR-1: Fettransparentes Mamasystem;;;1;0;0;B;2;is part of;is parent of;;ACR-1: fat tranparent system;d
B-d0;BI-RADS 0: nicht näher spezifiziert;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 0: unspecified;d0
B-d1;BI-RADS 1: normal;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 1: normal;d1
B-d10;nicht näher spezifiziert;;;1;0;0;B-d1;2;is part of;is parent of;;unspecified;d10
B-d2;BI-RADS 2: gutartig;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 2: benign;d2
B-d20;nicht näher spezifiziert;;;1;0;0;B-d2;2;is part of;is parent of;;unspecified;d20
